,betweenness_1,betweenness_2,betweenness_3,betweenness_4,betweenness_5,betweenness_6,betweenness_7,betweenness_8,betweenness_9,betweenness_10,betweenness_11,betweenness_12,betweenness_13,betweenness_14,betweenness_15,betweenness_16,betweenness_17,betweenness_18,betweenness_19,betweenness_20,betweenness_21,betweenness_22,betweenness_23,betweenness_24,betweenness_25,betweenness_26,betweenness_27,betweenness_28,betweenness_29,betweenness_30,betweenness_31,betweenness_32,betweenness_33,betweenness_34,betweenness_35,betweenness_36,betweenness_37,betweenness_38,betweenness_39,betweenness_40,betweenness_41,betweenness_42,betweenness_43,betweenness_44,betweenness_45,betweenness_46,betweenness_47,betweenness_48,betweenness_49,betweenness_50,betweenness_51,betweenness_52,betweenness_53,betweenness_54,betweenness_55,betweenness_56,betweenness_57,betweenness_58,betweenness_59,betweenness_60,betweenness_61,betweenness_62,betweenness_63,betweenness_64,betweenness_65,betweenness_66,betweenness_67,betweenness_68,betweenness_69,betweenness_70,betweenness_71,betweenness_72,betweenness_73,betweenness_74,betweenness_75,betweenness_76,betweenness_77,betweenness_78,betweenness_79,betweenness_80,betweenness_81,betweenness_82,betweenness_83,betweenness_84,betweenness_85,betweenness_86,betweenness_87,betweenness_88,betweenness_89,betweenness_90,betweenness_91,betweenness_92,betweenness_93,betweenness_94,betweenness_95,betweenness_96,betweenness_97,betweenness_98,betweenness_99,betweenness_100
45,3344,6492,2858,8402,8826,2375,8732,6978,4038,3794,6576,290,4191,881,5395,7608,4123,7540,3704,6672,2658,4113,1190,6908,4971,7866,7378,2969,5102,4878,1275,35,4724,3592,5338,7728,4226,1719,4037,4645,8176,756,3436,7408,1775,8170,4028,1954,5586,7578,1739,5107,2285,8994,7398,2505,5188,8370,264,3249,6983,7264,6027,7640,160,2536,8022,938,1777,7652,7656,8230,4184,4188,8952,8078,8320,5920,526,6194,6105,7081,3734,5821,5827,3740,2867,1231,7300,7984,3936,93,7600,1483,3212,2565,7780,2983,866,7478
46,6794,5495,6029,4013,8916,8356,4385,2447,3019,105,5517,7547,1037,7477,888,8262,2369,7009,7204,4779,3029,2601,2,4966,5445,4416,5636,2303,5167,750,7903,4570,6029,6659,1957,4981,6792,1529,1784,122,4400,1956,5134,6723,7120,4691,8117,7858,4394,8013,6046,2380,2714,8994,8474,1806,7381,4612,1079,737,4371,1844,4377,2912,1496,126,900,4883,8095,7621,8504,8886,7887,0,7760,1839,7655,1739,3960,4322,9088,6125,5196,4601,8075,6622,4678,2085,5541,4170,4514,7985,4356,5538,7028,7959,3463,4396,2116,8141
47,6186,1898,1045,7801,2730,670,3169,7473,3503,3631,4455,4624,6524,4638,6084,4993,4242,6553,3569,3868,2803,9011,9023,9293,3096,9293,4467,5401,1173,8001,4284,166,3665,7813,5202,947,3017,5026,6569,3720,6982,441,1819,8945,4586,8565,4615,8247,7491,9243,3817,3994,4347,6651,6389,1138,5001,3579,329,4186,1498,2759,3957,2728,1731,5003,1118,1478,8625,2384,5094,7072,7627,3739,8259,6005,6519,8281,1009,834,7906,5203,4124,3712,6385,4369,2182,6018,3282,6250,8043,1111,7515,1443,3597,9093,8127,3635,8039,9243
48,3388,729,1422,2416,2480,7128,8468,5936,4043,6826,749,4082,6570,117,2397,7570,651,6601,4750,6650,3773,8361,2426,8919,1027,5439,2046,3403,4082,6483,7276,2467,6579,7194,8468,4170,5288,8662,8863,3719,6034,2442,4212,9003,6940,8651,7417,7594,5907,5456,5389,120,4130,152,1222,7695,5842,2184,6842,4342,1513,7191,88,7004,0,2184,2388,820,2854,3364,733,7507,3705,691,2073,6192,5800,6241,6334,18,8823,5306,4306,7143,7763,8592,4242,5989,7866,8849,7456,5329,1983,4145,4072,8812,6699,6774,2073,2509
49,5644,7704,5059,6244,7587,5751,6224,5553,5425,878,7606,74,62,204,2082,1909,4994,5537,7489,7110,6292,3042,4386,2300,8544,4740,4310,9164,968,9072,1273,8776,6237,3656,6121,5740,5629,7743,4972,3139,5489,8214,7040,8814,1349,6148,2557,5449,8922,5092,4632,3665,5579,8296,3557,2889,8292,8858,2556,3303,6039,177,6046,1096,1410,633,4765,437,8706,8838,2320,4438,5652,2135,1942,3162,1009,6237,235,8244,8900,9078,6110,4146,4714,3396,3237,5483,3252,8986,6379,3532,4378,4600,6306,4109,2510,6069,1206,3136
50,2677,2265,1569,8861,7039,6326,4153,5278,7773,2897,888,7568,2574,1843,6069,6761,6936,1912,9287,3817,8017,3794,6625,8791,1917,4904,8251,4245,9005,5707,7037,1192,2668,7075,3072,1931,913,1500,3476,8153,5381,1854,3962,3589,2739,8689,8889,9097,5803,5240,8357,6722,1614,9313,4773,2590,2620,6593,60,8701,1216,4538,2340,6179,8391,6903,314,2797,417,1337,6725,5073,5308,308,8407,4475,4727,5475,6557,764,2521,4923,6693,4356,8233,7718,2273,8343,619,4554,5552,6310,8759,859,3982,2801,8321,8325,3550,1587
51,4814,701,1910,6304,1936,6216,8055,4731,5409,8674,4167,8554,7843,7822,8428,908,6420,2758,7767,3323,1951,3441,4483,5336,5266,7862,4760,7935,964,7675,1361,178,3555,7967,6595,3968,7736,1405,3587,7869,8183,2215,5285,1957,7667,7931,7792,4785,3113,5537,3476,66,8320,2175,6863,1013,7754,5902,4375,722,2514,8150,4035,5086,8714,6335,3532,2788,2671,570,46,3666,2292,6457,1015,2919,1197,3560,3565,4237,4719,3446,4677,7713,6571,3470,7359,8123,4447,4211,7417,4137,7760,3922,8506,3562,6906,7753,2882,7676
52,4529,4341,3312,7109,2620,1065,479,3956,4190,5638,2268,7018,132,948,3248,5384,6896,9010,6680,5438,6402,8824,4520,9098,1601,2685,1152,293,3704,8634,4214,6642,3592,5581,3217,7795,5742,6577,4026,1672,5736,2119,7678,7547,5545,8634,4946,6750,6798,9084,2225,443,1746,7305,2150,734,6468,4274,7699,7013,7209,597,63,3914,3786,1324,2060,4136,8770,8404,5973,3774,6744,1079,6487,97,3390,4133,4372,2231,6579,5623,4966,4439,5340,6277,6314,1810,7772,3756,7121,5667,3265,4861,5148,8616,8842,5966,7532,9072
53,3428,6946,1558,2997,3921,4678,8764,5923,8416,1178,474,709,3429,3921,5336,804,6805,2707,2508,5714,5659,1062,1545,5942,5924,8894,5820,3275,7019,110,6056,2760,8810,5979,5866,5029,6944,5674,2576,6194,8720,2291,5048,5438,6119,8741,8268,6629,2745,8952,3982,6079,2414,5568,2596,5641,6222,7563,7232,1721,2506,922,6584,7132,5036,2389,1159,1310,5346,6048,8723,6033,8719,2701,6580,8802,3272,6402,1810,1191,3952,7336,7052,3132,4076,7228,2746,1411,1812,2407,6987,745,5922,3320,7224,3384,8653,6452,5956,8832
54,690,1508,2192,3422,1999,763,5562,5689,5594,1260,7241,5470,2269,5628,5222,3356,7793,2241,8037,5637,6461,2657,6565,8529,1410,8457,8497,1962,5627,3924,7329,209,5163,2888,330,2303,584,7281,6314,1288,4985,6493,8513,8077,6547,5632,8187,8361,2932,8497,5219,882,5697,3499,5342,1840,5138,3270,1864,6832,6535,1865,2260,1377,5145,1718,5933,8332,5392,8303,4772,8593,8447,5303,6209,8701,3614,5702,5919,5821,8413,5588,5879,2643,4295,5286,5464,2191,3350,3459,7715,1670,4598,641,6309,7407,8359,8611,1075,4821
55,2266,7330,4630,4073,6418,2501,7713,8526,6085,1249,1482,1382,5152,6414,3103,8412,2571,9092,1081,7090,3582,9152,3984,6969,648,4605,2057,562,8440,437,5979,3815,2240,2917,939,5793,9132,6192,2692,3707,4119,4697,2626,8402,4587,5581,5881,2120,6133,7032,1333,5871,8170,4227,2534,6199,8446,3636,783,2507,4216,125,2294,6509,228,1687,5114,6024,3097,8454,2656,8894,4197,487,3804,2486,4922,6215,4146,1825,8500,8526,8120,1057,5529,6029,9180,3411,7861,5903,8984,4098,5595,6443,6320,8538,8050,6261,4304,7060
56,5834,772,1909,4391,5423,1185,494,5498,2083,717,0,6513,3970,7524,681,5962,2986,3541,2451,4879,2172,5618,2293,2993,8182,8505,5714,1550,7255,7328,4912,3599,8672,4339,4707,5716,3704,5068,3193,1477,8512,2372,8272,7238,7795,4981,8601,8099,822,3846,445,3411,6979,3482,2948,71,8218,2540,7180,67,6605,2740,8240,1568,4178,2492,5212,901,7140,4225,5739,7882,6844,2491,9032,8588,5535,8574,5656,4947,3841,8982,7618,8442,5930,6024,2835,5864,5041,7397,8986,2275,1536,7426,5127,7025,6581,8652,1266,4401
57,5532,4826,8152,6896,4957,6988,8918,8958,8525,2548,0,662,1565,2507,306,5250,3399,8039,7760,6856,7701,6980,8627,6789,5935,5885,2815,4171,2167,7506,1647,5717,2337,8743,5560,4335,309,2097,8693,7873,3237,1143,4070,3616,6802,8525,7603,1560,1900,5069,3208,7990,8386,3714,8727,6697,3622,9098,5505,73,5740,1165,5117,4582,6341,264,6884,8150,9074,7707,6992,8539,6894,5432,1842,2282,1736,2273,2917,1886,6649,5979,2849,3301,4840,5804,1179,4348,4003,5828,533,2604,3214,577,5031,3273,5750,6033,2163,4758
58,8310,6527,8146,3266,6141,6322,5432,7068,6529,1745,270,5011,0,620,0,3551,782,7584,5927,8450,2996,5528,780,9164,3002,3379,3277,8402,8380,4972,1609,2367,4559,4888,4380,6046,5612,2587,8216,2539,6042,3450,8150,5136,2264,4158,6163,8488,8686,9082,2661,2315,2573,2560,5781,6609,2550,7612,1499,3912,3308,49,4086,786,2514,0,7609,1994,6071,4027,4483,6694,5329,8390,8936,5980,1435,55,5252,2053,8630,8308,3903,1566,5549,8400,5718,3988,7208,3716,6157,788,6171,2061,8562,6704,5974,8472,8186,8946
59,3747,9078,5131,6378,7574,8136,6060,9074,5571,2249,922,2623,5303,2502,2379,3874,5948,7125,4515,5456,4257,6552,2027,7234,1610,8981,7984,8359,7065,7889,7419,7183,1814,4478,3805,5209,2118,2150,3103,6515,1079,1512,5414,1417,3680,25,9078,6565,6520,5026,3715,7187,2083,7987,9001,8898,7479,7833,3856,218,4324,1286,7059,4866,2520,1613,5049,5965,4355,6810,3839,8422,2623,3017,1793,5145,7345,2718,726,168,7222,4944,5982,2805,2119,2233,1506,5007,5551,6341,2491,96,7385,40,7110,4013,9082,6943,6466,7835
60,4834,4156,5966,3290,2633,1001,1206,4050,2191,2757,312,5945,4774,1539,6026,1219,1591,4111,2163,5283,5986,4491,3391,7786,8915,9185,134,1697,7799,4390,6283,2568,6340,4242,3495,5747,5917,7721,7957,3836,9305,5073,5978,8995,1169,8943,8363,7912,4646,9037,717,4918,5865,3467,1751,582,2628,1345,5602,4074,6602,4688,2365,1331,7291,1614,4759,1773,8961,4960,9013,5297,5258,5248,7868,9293,7933,8053,3567,1779,8889,8702,3894,4837,4432,6181,5078,1442,2605,6524,7391,4577,5357,669,2455,8819,7285,4286,2648,7880
61,2081,529,4867,6597,4595,3123,1576,8483,5650,6199,1143,6734,3626,3041,150,3599,2089,7025,1318,6165,3389,4681,7269,1006,6510,5216,6592,4645,4080,8403,5510,2140,1048,4170,1864,6409,7336,5429,3140,3446,8401,5668,1614,7427,3059,7419,7975,4747,4466,8401,213,8597,7401,2788,5007,2935,8459,3056,4449,3001,7905,996,2506,1778,5728,1696,6131,956,7325,7517,8029,5582,5407,756,2209,8777,834,8051,1984,1894,5735,8629,4930,6622,4889,7281,7983,3724,6063,8001,6759,3332,3851,7237,4681,7225,6152,8841,2299,8555
62,3810,2046,1592,5573,6123,6610,434,5064,7749,938,194,117,3959,1044,7994,7774,1986,7308,6231,3922,3818,6591,6372,3724,1660,936,8506,101,5413,6648,4986,3302,5824,4660,5162,8746,1354,6292,4500,2600,8683,4875,8844,2647,2086,8786,3832,6354,6572,6685,3291,1602,8593,7486,2256,2846,3175,7304,3437,375,3693,2145,3198,2035,4056,5656,5033,2730,7910,8030,8450,3007,8688,7560,2950,5717,8240,6396,4194,1677,4898,8592,3785,7837,4228,5180,2051,2464,3477,6247,6127,1688,7680,8370,6642,3900,8532,6746,6123,6898
63,7327,6242,6714,5858,8932,8038,4898,5559,4489,2743,4305,51,771,224,4489,2091,3315,8682,1325,4403,4839,765,4151,5436,198,5605,7345,4887,6663,1785,1397,3369,1824,6114,4025,4644,3480,6038,6001,786,7301,4854,5273,6244,3396,6055,3204,1499,8844,9180,697,8412,3114,5764,4864,7634,6752,5498,0,3321,667,0,340,3314,3398,464,4228,1304,8972,4229,4770,4948,4750,1605,2747,4867,6383,7229,1888,4481,9148,8394,8136,8738,8236,8990,4358,7280,2663,4558,6812,6981,4729,5948,8614,3285,8770,5683,8802,8402
64,3352,8456,1013,7218,4870,4164,1981,4914,6448,0,23,1308,56,0,0,8406,0,4225,379,3692,4899,5782,6295,5124,8229,8758,4519,6271,4331,0,4352,3466,7017,3021,4340,5039,7160,6141,638,4173,9036,3630,2485,8836,6651,6938,7248,8758,8325,9040,1886,8954,8314,6965,8554,3466,7231,6446,0,2840,1609,2486,3706,0,0,0,8216,1014,3432,6065,2539,2160,3066,8362,8886,9084,3391,125,6381,4550,8978,8372,4723,6856,6549,5056,2698,6501,4378,6163,5655,0,2182,3892,1714,6960,6364,6405,6658,8928
65,731,5382,758,2837,7929,2312,7861,3794,5215,4527,8992,2507,1148,5110,7859,7897,7781,5467,6372,8708,6450,3967,895,2182,3963,2854,8978,7907,2759,2905,4832,3610,4668,2975,2611,8530,8864,5499,2937,988,6289,5286,4992,7189,7879,6527,1625,6417,2075,3912,2603,2035,8818,3456,6389,3499,1957,6564,6844,5943,27,2604,6421,8238,3114,7195,8470,158,2639,5578,1038,7253,2698,6092,40,4927,4648,6315,1719,5274,3029,6325,6519,6408,8908,2198,8490,7308,6926,6646,4716,4273,4242,1871,6367,5632,5965,4900,4800,1929
66,7556,5903,640,7320,3107,7370,5800,5571,3796,1941,479,0,4704,2052,4312,7328,8330,5750,912,4627,198,3500,338,9074,6940,673,607,6223,8101,2657,5419,2771,5403,5121,4952,2527,2260,5023,7654,7458,5554,5731,8027,5745,1864,7433,5850,2359,9080,6379,7748,2334,732,8498,6752,3691,6807,2069,6742,3331,4998,8199,3836,2697,31,3450,6840,3318,3866,5707,5568,4438,16,8424,6410,5253,0,8038,6848,1799,5722,7038,3928,6901,2623,4486,1836,2025,7839,7426,3954,1626,7790,4593,9166,3366,4910,7770,9172,8484
67,2996,3470,8499,4591,5887,1768,3185,809,1516,3132,6846,7027,1631,2909,853,7899,8121,8388,7765,5417,7364,6221,7709,4334,6072,7278,7123,4059,2540,7638,3044,4475,5810,8993,3432,2472,2578,9051,7360,2650,7300,2154,6689,4830,8475,4611,5852,6107,697,8386,4963,7919,2355,2610,3491,158,3289,5966,6083,8255,8489,4152,1565,4119,4700,5776,2274,4035,6459,6877,6681,1979,4587,4543,2915,2207,3028,1288,446,5484,8126,7372,4040,6913,4060,6303,1623,1230,6653,7953,7682,6398,8249,6359,3817,3122,1766,620,162,7535
68,2713,5284,4463,3526,4995,2851,7056,4821,1890,848,549,253,2449,2114,145,5138,5477,9086,7030,9270,4803,1567,8518,385,4947,3739,2817,776,3724,6139,5982,2594,8600,2950,5300,1582,4556,8882,9282,5188,8378,1394,5604,8296,6806,9130,8406,1925,2729,8160,2043,6051,7064,4283,6377,4487,4471,1964,511,223,2938,3338,1743,3036,5477,150,8848,7826,5262,7864,8468,6170,8256,4775,8258,5752,8506,8448,4465,2214,5226,6231,6902,6069,2183,6046,728,5074,4385,7094,8540,2928,8034,2104,2273,6664,7898,4917,939,6167
69,4112,9128,4071,4450,2349,1179,5060,8479,4124,2353,4267,8137,2529,3460,400,7543,6066,4751,2843,5998,5485,3985,4381,4666,6263,6449,3369,984,2373,270,2802,123,914,4345,4138,5619,7167,7443,2490,7731,9216,1414,1370,4486,6569,3115,6595,4897,5147,9220,1729,1675,8174,2480,1628,4478,6021,4883,2057,6036,7958,1495,6768,8184,1377,493,8057,6362,3626,2480,1718,7511,4867,6084,8829,9126,6493,8156,2443,4417,2792,8194,4455,2576,2623,8187,4941,2594,7609,7718,4362,1608,4196,7875,8280,7088,5827,6778,8259,8791
70,3389,3186,4813,6805,8672,759,4727,111,48,7968,890,4329,2532,755,3296,8471,5071,6393,5599,3070,8316,8781,6048,6508,7658,2325,5221,1619,8177,2876,5253,8208,5392,5680,3539,4397,7808,8064,5197,1357,7744,2860,5420,7515,5524,7232,7448,4873,2732,7395,2659,2738,5694,8484,2332,0,5439,170,202,7989,1772,3986,4176,705,0,779,5336,423,7591,1719,4860,7323,8262,4961,5420,5212,8586,4664,5229,3202,8162,8348,5531,7376,2734,8064,8769,5094,3583,8306,4118,3146,4257,3222,4822,3699,8505,2639,2,6679
71,1056,8952,7931,3125,3845,8110,2913,6738,8708,365,52,319,5651,1679,1485,7713,5850,7928,2746,3617,1406,2525,170,4988,3300,6719,2637,2905,85,7474,7225,1011,7719,2976,3806,2788,3827,4463,3312,1677,8774,3054,5845,2051,4928,4811,7576,6262,4037,9040,4757,9102,3248,6322,7758,7414,8754,5899,1939,6224,3387,4411,9260,6361,3357,2787,6443,3459,2316,2612,3725,877,2592,4492,4959,7247,2585,807,5934,539,6205,9346,7458,5647,4997,7286,6292,1030,5919,7816,8538,5563,8024,3283,5989,3480,7811,8596,5443,9174
72,267,8696,5488,8910,8752,842,7139,5885,2270,7038,4536,3658,4246,3229,7178,7274,327,4579,3519,2558,3056,5385,876,8131,2169,2912,1396,5867,7190,1312,2165,5900,5653,6258,7356,3596,7298,8952,108,9138,6396,547,2281,1978,3173,2680,3678,8635,1428,8466,5047,4879,7518,9098,3634,5063,7146,5852,4972,4535,2699,4711,2145,8122,6428,6440,5483,1041,5138,4704,2597,6891,4224,2740,8810,8541,6582,1613,2684,48,4803,7053,3231,8142,6221,7078,5118,4286,2485,5813,6425,8802,1497,3034,5900,4610,2821,7142,1235,8718
73,5332,5838,3493,4522,4999,2005,5076,7736,8347,41,3093,3095,1414,209,2250,7314,1184,7468,2865,5619,302,8178,4083,7615,4348,8352,3905,8528,3632,4497,5856,5919,3185,3271,3968,1640,8584,4424,3390,949,6972,6098,6650,6718,5675,3873,2301,6584,8990,4841,5134,8610,4938,2338,4157,6429,6652,3597,3966,4472,8515,403,429,1158,1456,1566,642,1286,4420,6094,4405,2620,5772,1760,218,6490,5909,6922,8265,1342,8914,8260,6505,8429,5930,5249,4632,2760,4844,5728,7695,4382,5022,7829,2873,8706,6624,6640,8673,8274
74,2940,8149,7542,4184,5387,6683,7382,9331,8375,1426,3514,19,868,7360,825,7151,45,8683,6011,5910,3725,4781,0,1,2786,6987,4106,7456,1620,170,3777,3042,2371,5746,3528,1758,6168,1971,3611,6402,8247,5946,5550,7619,7225,8705,8973,6077,2831,9253,4216,8357,3377,5479,3788,6249,9291,9017,0,956,0,167,5432,7713,655,3512,7085,391,2837,5893,5834,2806,125,3383,0,6110,1447,2924,2856,5751,5289,8209,4230,1833,5423,7217,4299,6633,5500,7807,7112,5844,3465,2704,5971,8649,8981,5857,2785,9281
75,1838,6143,3986,6932,6518,2431,6253,6514,4294,3545,4267,6416,3753,3489,2455,9292,9164,7973,5797,5623,6041,3973,1455,3251,776,5844,3781,2167,1240,1310,3839,592,6851,6973,6410,2163,3505,7598,1741,8410,7175,641,5983,3801,4561,2464,5900,1992,7039,9070,2547,8558,9120,8189,4290,2297,6841,6548,1415,5252,4669,1343,4963,2305,1014,1657,2196,7666,7680,8474,6002,3809,1993,8492,3788,6420,7179,5528,2673,1268,7135,6865,3663,4216,3566,5027,1033,6753,5250,6984,7686,2053,8366,295,7357,6887,7875,9276,234,5876
76,728,5671,1061,6965,7614,1898,342,1763,6109,3238,6401,8478,4892,5532,8402,1742,1657,3282,3738,1187,6441,5872,3362,4824,4404,4510,2554,8400,110,6087,5135,2551,5314,3268,4391,5840,7400,1578,1568,309,8384,3305,8001,6674,4916,8672,7830,4580,4961,4905,2946,6013,7702,7712,3372,297,2141,2368,1739,2331,4867,5529,5950,8098,8022,8394,5057,2265,8576,7820,7907,6592,8492,0,944,8002,7618,8161,4657,1766,5043,5625,8068,5863,5041,7750,5543,8186,1269,5546,1668,57,390,1929,3972,8576,7282,8392,4736,5989
77,6780,8208,4860,4724,6025,3421,300,1498,7870,115,519,3254,3235,4365,5439,4044,8460,3236,2474,4806,5600,2687,866,7133,4519,1405,3659,5409,870,3883,6848,4237,6752,7608,1753,6908,1756,6982,3231,683,8306,7854,6013,8664,5129,7870,5095,5828,8488,8804,5523,2255,5902,4655,6806,2722,3670,6754,8714,196,3365,2159,6209,6005,714,5571,5133,8716,2877,6972,4814,150,5001,462,8724,9010,26,8448,6307,2633,2657,8824,5073,3620,4099,3448,3425,1133,7910,3324,5615,5333,7239,2679,785,8624,7900,8958,5317,6091
78,1553,6873,8348,7162,7897,8585,5484,7352,2488,8574,9,8057,3048,934,2223,2372,5587,8046,2938,8679,8404,2430,7026,1102,7847,3203,5386,2525,7875,994,4957,7578,5989,8390,2705,8492,4120,3092,8100,7568,6941,1022,6348,8015,5531,6009,6143,7180,5316,7753,4664,6259,3476,7917,5880,4289,6496,4930,3136,3072,3981,0,159,2918,4062,1315,3223,2017,6107,7360,6042,5966,5414,877,2916,6051,4661,2379,3458,25,7438,4470,3248,3105,1832,8350,7470,3074,8392,3236,1405,138,7368,4065,3109,6013,5504,3720,871,7498
79,9078,4861,7487,804,7345,8405,1802,2020,2945,2786,4347,5796,1600,356,2956,7407,2232,6859,2900,6710,5050,8580,4741,8341,1172,5464,644,6769,6248,4528,6426,3848,2805,8503,2472,6221,6253,5017,3013,6351,6551,2998,3827,8187,4453,3708,279,2331,5271,8880,4466,8281,3884,8571,6217,4519,6957,6670,2884,2009,2451,524,560,733,2524,849,6524,65,8284,3792,5573,8006,8185,9008,8587,6628,7573,4610,2471,857,9152,7505,1701,4023,3765,5134,2047,5165,3801,7302,5575,6866,6315,2368,7001,8417,1307,4571,3736,8930
80,1919,1017,1260,4347,6775,2701,4508,3833,3922,0,297,8758,1732,4676,3853,4772,8000,8806,4228,3757,8614,2166,5522,4558,3585,7495,5071,4766,4331,4720,2004,1238,6858,6655,2314,5384,8078,8110,6584,32,8573,1949,8712,8033,4028,8822,8535,4628,3922,7946,6797,4330,2916,4066,3751,1711,3100,2079,4,6557,1752,1765,1744,6677,6497,280,4670,7848,8394,8202,3883,7884,6640,8938,7123,8633,6350,7018,1017,697,7299,7213,3458,2260,2059,6893,8692,6591,8872,6765,5153,30,2621,4332,1622,6637,4670,4808,1354,6896
81,5039,4551,1068,6784,6498,2579,5397,4519,4553,1579,3283,1847,2622,7938,5122,3108,6954,5148,7934,6209,6372,5029,1098,6917,3948,6689,2292,8641,749,7146,7490,8026,1439,4941,1844,5279,8758,8494,2933,8551,3068,336,1906,2273,2129,4543,2827,550,4869,6255,614,2810,5191,6663,1648,4350,6127,8690,2050,2494,6524,1977,4335,4462,4609,4267,8630,7742,4407,2306,8340,8396,1502,8300,6700,6810,2640,3632,8431,4364,6008,1140,7767,3947,2802,4652,8646,5384,6838,571,4538,8265,8294,4336,4469,7759,8248,1025,6308,6608
82,9,6301,3121,4323,8633,1401,6294,4878,1908,4471,1780,8537,3702,2989,3440,7183,3466,8916,4490,4348,6338,7236,7566,4839,1825,3158,2832,6684,598,6887,2195,743,3734,6740,2654,8186,4168,0,3800,3146,6586,6282,2841,7280,8994,7085,5338,1677,2131,7470,2374,3242,8667,7459,4252,2101,8276,2929,6426,1151,400,1075,6256,8597,6495,4554,3690,7151,7376,8916,8242,3981,8186,2318,3979,3813,4068,6644,3416,1917,8695,6751,6977,6277,6440,6571,6073,8256,2155,8745,7367,301,1364,459,4534,8537,6690,2326,479,7792
83,8118,6812,7050,6199,4024,4029,5051,7683,7665,8304,3733,655,1062,192,81,8933,5048,5272,7761,2721,9065,502,858,971,4254,940,2770,2450,7865,7788,5893,1965,7886,5471,1500,2007,6227,5840,4734,1638,4290,3302,8606,6382,7679,8971,9155,6820,2002,4440,4422,6086,6886,4995,4994,5603,7767,4284,8508,7604,8306,6389,3001,4142,4167,0,2039,2338,3929,5230,3469,6296,2757,1610,2560,8278,1098,4592,8372,3154,1510,7140,8404,4338,2020,8256,5499,1162,6114,5647,5320,1235,5595,3917,3175,6485,8370,6798,1799,4931
84,3136,8807,8843,2211,5677,3916,3511,6958,7290,0,2664,1943,2555,1947,6391,3568,5339,6823,1105,3812,9239,6382,1836,7030,0,7999,6660,1477,7979,4560,3944,587,4933,6576,6291,1971,7504,5965,8225,8061,8619,1660,7740,6672,3478,8453,8803,4404,1768,5656,2675,9073,7948,4379,4191,2695,7122,8401,873,4063,3354,3704,2951,5449,6105,5459,4738,5443,3182,6228,7662,5875,1191,523,8263,2301,8359,4807,3830,3093,6486,7488,4250,3701,972,8965,2251,2225,629,8995,9297,445,6749,2045,1782,2325,8038,8099,1395,2540
85,1384,8630,5202,7482,5809,5315,6240,6897,4642,2783,6427,4044,347,1950,1566,3092,1767,4824,2560,5206,3754,6989,6688,5499,6090,1233,4829,7980,419,920,8155,5800,5221,6473,7116,1808,2398,1898,7207,6392,4959,89,2652,8542,6490,8038,6196,3418,6865,7629,4984,2808,4354,3576,7142,5155,7960,5044,4933,2665,8142,7384,1510,2756,4012,2491,8430,783,6780,7146,6921,2195,7046,5982,5683,7719,4324,1336,64,2093,7838,8112,5584,3654,7377,5355,116,4817,3445,8610,5781,2728,8448,998,78,8434,7305,6340,1348,7812
86,1188,4462,8736,2283,4939,7526,6041,5365,7510,1338,6990,4774,525,2005,5806,5879,850,6936,732,3802,2636,7412,6265,7010,4388,3871,8748,8977,7255,2754,2049,894,5508,2259,6621,4551,7078,1539,0,7734,6673,1169,6279,3800,2984,2930,120,2462,6740,7098,3866,8907,8931,4499,6242,8370,7832,6174,3190,3851,6852,935,6951,6576,4455,2373,6969,7032,2231,7443,4226,8354,1887,865,3648,6950,7907,6546,3406,1773,6854,3394,3963,7934,4723,8745,6270,6968,7676,1579,7905,6208,992,2181,4323,1059,1482,3391,6552,6652
87,6490,3099,88,6190,8026,7242,7098,2473,1910,2844,4447,6882,3175,7894,223,8440,355,4912,6706,908,3003,7996,3062,8914,2704,2881,6194,6802,1839,3639,3589,657,1609,5113,8360,7240,8300,6678,5635,1981,7958,4121,4711,8440,4765,8726,7736,6280,4314,8940,2900,1567,7204,7986,7061,482,6096,3871,2426,4809,6675,705,5931,6058,4679,535,7866,8006,8748,3624,3721,8838,3561,6266,8022,2335,5593,1913,3064,1471,3077,8376,3018,3485,1282,3760,7053,3969,6762,2753,906,4603,6624,1295,4710,7651,4304,2993,4634,8864
88,1592,7585,6343,7725,9053,2350,5420,7943,7771,796,7232,3301,4895,387,7108,4247,7054,5758,229,5750,2240,7491,8005,7627,1125,8731,4557,8501,1351,1678,2226,394,6210,5598,3084,6841,7219,1747,589,5101,1326,159,6737,2430,1682,5161,5380,8293,4887,3684,1919,6809,6148,8923,7378,3878,8233,8531,8991,4643,5206,3129,5103,8625,6036,7492,4629,2152,2629,8757,8607,4377,2568,3266,3865,5618,216,4707,4926,1434,4071,6938,4904,2680,8615,8509,3191,5698,3048,1547,3356,1083,7123,2471,3279,2567,5896,7914,4695,4536
89,2449,7682,1922,7869,5982,6937,6284,3467,3795,2278,165,7216,667,3279,5297,6736,1521,4558,0,7043,9192,2010,3713,4389,4277,1797,4795,3344,600,2036,5442,6024,7804,6887,6382,7602,8940,5322,2682,248,7180,4562,6242,4297,9198,3774,7505,2805,7792,7061,3704,6994,7597,7603,4436,3603,7025,5290,2064,0,3471,3401,7085,123,43,7085,7206,428,3091,6622,7832,8806,1559,505,7758,174,2347,6318,6164,1694,7888,4611,7856,7700,5013,3495,8902,4650,7115,7618,7153,5236,0,3009,7907,4090,6672,1330,48,6265
